airline,src,dst,routeId,date,name_src,city_src,country_src,src_lng,src_lat,airportId_src,Covid confirmed cases_src,Monkeypox confirmed cases_src,name_dst,city_dst,country_dst,dst_lng,dst_lat,airportId_dst,Covid confirmed cases_dst,Monkeypox confirmed cases_dst,airline_name,airline_country,airlineId,flow count
3,3012,3307,9670,2022-04-21 00:00:00,Dehradun,Dehra Dun,India,78.180256,30.189689,3012,43052425.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,2905,3273,4603,2022-04-21 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,17846818.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,1673,3307,2787,2022-04-21 00:00:00,Cardak,Denizli,Turkey,29.701297,37.785567,1673,15010718.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
10,301,4196,7704,2022-04-21 00:00:00,Bertrix,Bertrix,Belgium,5.223889,49.891667,301,4015791.0,,Dunhuang Airport,Dunhuang,China,94.4818,40.094,4196,1927327.0,,American Airlines,United States,10,1
3,5214,5232,10098,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Enshi Airport,Enshi,China,109.485,30.3203,5232,1927327.0,,Southwest Airlines,United States,3,1
4,3268,5228,3146,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Meixian Airport,Meixian,China,116.133,24.35,5228,1927327.0,,China Eastern Airlines,China,4,1
4,3268,3277,3112,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
3,2954,3307,10348,2022-04-21 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,136146.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,3268,3273,3011,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
3,6505,3300,10133,2022-04-21 00:00:00,Franklin County Airport,Sewanee,United States,-85.8981,35.2051,6505,,,Qingshan,Xichang,China,102.184361,27.989083,3300,1927327.0,,Southwest Airlines,United States,3,1
4,3786,3277,2375,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
4,3039,3296,2920,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Laishan,Yantai,China,121.371667,37.401667,3296,1927327.0,,China Eastern Airlines,China,4,1
5,3268,3274,4458,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,1927327.0,,Air China,China,5,1
5,2996,4189,4123,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Jiuzhaigou Huanglong,Jiuzhaigou,China,103.683,32.857,4189,1927327.0,,Air China,China,5,1
3,3038,3276,10576,2022-04-21 00:00:00,Sam Neua,Sam Neua,Laos,104.066583,20.418358,3038,203545.0,,Liangjiang,Guilin,China,110.039197,25.218106,3276,1927327.0,,Southwest Airlines,United States,3,1
4,3155,3293,2768,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,China Eastern Airlines,China,4,1
3,5214,5268,10090,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Yiwu Airport,Yiwu,China,120.032,29.3447,5268,1927327.0,,Southwest Airlines,United States,3,1
5,3925,3289,4339,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
5,3922,3277,4633,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,Air China,China,5,1
5,3786,3276,3645,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Liangjiang,Guilin,China,110.039197,25.218106,3276,1927327.0,,Air China,China,5,1
3,3038,3285,10575,2022-04-21 00:00:00,Sam Neua,Sam Neua,Laos,104.066583,20.418358,3038,203545.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
3,2996,3290,9786,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Xiaoshan,Hangzhou,China,120.434453,30.229503,3290,1927327.0,,Southwest Airlines,United States,3,1
4,3268,5271,3042,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Dachuan Airport,Dazhou,China,107.5,31.3,5271,1927327.0,,China Eastern Airlines,China,4,1
5,3786,3279,3647,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,Air China,China,5,1
5,3182,3286,3768,2022-04-21 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,6042595.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,Air China,China,5,1
5,3922,3274,4626,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,1927327.0,,Air China,China,5,1
4,3268,5218,3045,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Datong Airport,Datong,China,113.482,40.0603,5218,1927327.0,,China Eastern Airlines,China,4,1
3,3268,5272,10215,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Guangyuan Airport,Guangyuan,China,105.702,32.3911,5272,1927327.0,,Southwest Airlines,United States,3,1
3,3268,5302,10210,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhangxiao,Yuncheng,China,110.993,35.018,5302,1927327.0,,Southwest Airlines,United States,3,1
4,4034,3289,3219,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
5,3214,3273,4502,2022-04-21 00:00:00,Sultan Mahmud,Kuala Terengganu,Malaysia,103.10336,5.382639,3214,4415101.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,2311,3293,10237,2022-04-21 00:00:00,Jinhae,Chinhae,South Korea,128.695792,35.141175,2311,,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Southwest Airlines,United States,3,1
7,3385,3273,6075,2022-04-21 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,US Airways,United States,7,1
5,4267,5287,3829,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Qiqihar Sanjiazi Airport,Qiqihar,China,123.918131,47.239628,5287,1927327.0,,Air China,China,5,1
5,3095,3297,4127,2022-04-21 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,4128038.0,,Jiangbei,Chongqing,China,106.641678,29.719217,3297,1927327.0,,Air China,China,5,1
5,4846,3273,4447,2022-04-21 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,6090520.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
5,3039,3289,4359,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
9,3653,3926,1791,2022-04-21 00:00:00,Denver Intl,Denver,United States,-104.673178,39.861656,3653,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,United Airlines,United States,9,1
5,2209,3278,4214,2022-04-21 00:00:00,Lyudao,Green Island,Taiwan,121.466481,22.673853,2209,,,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,1927327.0,,Air China,China,5,1
4,3155,5287,2771,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Qiqihar Sanjiazi Airport,Qiqihar,China,123.918131,47.239628,5287,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5301,3135,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Shanhaiguan Airport,Qinhuangdao,China,119.731,39.9681,5301,1927327.0,,China Eastern Airlines,China,4,1
4,3976,3302,2781,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5252,3071,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhaotong Airport,Zhaotong,China,103.755,27.3256,5252,1927327.0,,China Eastern Airlines,China,4,1
4,3395,3307,2621,2022-04-21 00:00:00,Lafayette Rgnl,Lafayette,United States,-91.987611,30.205278,3395,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
3,7349,3285,9857,2022-04-21 00:00:00,Magan,Yakutsk,Russia,129.3334,62.0626,7349,17846818.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
3,2996,5263,9793,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Weihai Airport,Weihai,China,122.229,37.1871,5263,1927327.0,,Southwest Airlines,United States,3,1
3,3268,5263,10229,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Weihai Airport,Weihai,China,122.229,37.1871,5263,1927327.0,,Southwest Airlines,United States,3,1
4,4267,3293,2458,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,China Eastern Airlines,China,4,1
5,3884,3306,4232,2022-04-21 00:00:00,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
4,4011,3273,2652,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
5,5248,3273,3953,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,2270,3307,10192,2022-04-21 00:00:00,Hiroshima,Hiroshima,Japan,132.919444,34.436111,2270,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,5385,3303,9861,2022-04-21 00:00:00,HLP HQ GT,Paetz,Germany,13.6667,52.2361,5385,24006254.0,,Diwopu,Urumqi,China,87.474244,43.907106,3303,1927327.0,,Southwest Airlines,United States,3,1
4,4267,3279,2460,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,China Eastern Airlines,China,4,1
4,2220,5218,3367,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Datong Airport,Datong,China,113.482,40.0603,5218,1927327.0,,China Eastern Airlines,China,4,1
9,3653,3926,1791,2022-04-21 00:00:00,Denver Intl,Denver,United States,-104.673178,39.861656,3653,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,United Airlines,United States,9,1
3,2309,3290,9589,2022-04-21 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,,,Xiaoshan,Hangzhou,China,120.434453,30.229503,3290,1927327.0,,Southwest Airlines,United States,3,1
4,3222,3277,3236,2022-04-21 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1174390.0,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
4,3385,3307,2888,2022-04-21 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5271,3042,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Dachuan Airport,Dazhou,China,107.5,31.3,5271,1927327.0,,China Eastern Airlines,China,4,1
5,3155,3279,4177,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,Air China,China,5,1
9,3421,3926,445,2022-04-21 00:00:00,Campbell Aaf,Hopkinsville,United States,-87.496183,36.668567,3421,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,United Airlines,United States,9,1
4,3268,5284,3066,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Heihe Airport,Heihe,China,127.3,50.25,5284,1927327.0,,China Eastern Airlines,China,4,1
3,3478,3307,10352,2022-04-21 00:00:00,Miami Intl,Miami,United States,-80.290556,25.79325,3478,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,4034,4000,3216,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Jinan,Jinan,China,117.215992,36.857214,4000,1927327.0,,China Eastern Airlines,China,4,1
4,3976,3298,2775,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,China Eastern Airlines,China,4,1
5,3155,5287,4178,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Qiqihar Sanjiazi Airport,Qiqihar,China,123.918131,47.239628,5287,1927327.0,,Air China,China,5,1
4,1107,3273,2378,2022-04-21 00:00:00,Abu Simbel,Abu Simbel,Egypt,31.611722,22.375953,1107,515645.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
3,3268,3307,10219,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,3946,3297,3986,2022-04-21 00:00:00,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,7.529167,47.59,3946,28266009.0,,Jiangbei,Chongqing,China,106.641678,29.719217,3297,1927327.0,,Air China,China,5,1
5,4034,3275,4570,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Huanghua,Changcha,China,113.219633,28.189158,3275,1927327.0,,Air China,China,5,1
9,3571,3926,574,2022-04-21 00:00:00,Tyndall Afb,Panama City,United States,-85.575417,30.069567,3571,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,United Airlines,United States,9,1
4,3786,3277,2375,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5489,3052,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changzhoudao Airport,Wuzhou,China,111.248,23.4567,5489,1927327.0,,China Eastern Airlines,China,4,1
3,3268,3292,10199,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Lukou,Nanjing,China,118.862025,31.742042,3292,1927327.0,,Southwest Airlines,United States,3,1
5,3268,3279,4494,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,Air China,China,5,1
5,4034,3293,4580,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Air China,China,5,1
3,3155,3307,9829,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,3130,3285,10056,2022-04-21 00:00:00,Lanywa,Lanywa,Burma,94.822617,20.940361,3130,,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
3,6083,3297,9824,2022-04-21 00:00:00,Macau Ferry Pier,Macau,Macau,113.558911,22.197075,6083,,,Jiangbei,Chongqing,China,106.641678,29.719217,3297,1927327.0,,Southwest Airlines,United States,3,1
4,3155,3306,2764,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,China Eastern Airlines,China,4,1
5,4034,5219,4557,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Baita Airport,Hohhot,China,111.824103,40.851422,5219,1927327.0,,Air China,China,5,1
5,5248,3285,3954,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Air China,China,5,1
5,3108,3273,3948,2022-04-21 00:00:00,Mara Lodges,Mara Lodges,Kenya,35.099931,-1.183581,3108,323646.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
5,4011,3289,4043,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
3,4011,3307,9725,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,5214,5219,10073,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Baita Airport,Hohhot,China,111.824103,40.851422,5219,1927327.0,,Southwest Airlines,United States,3,1
3,3268,5258,10214,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Huangyan Luqiao Airport,Huangyan,China,121.429,28.5622,5258,1927327.0,,Southwest Airlines,United States,3,1
3,2220,3285,10520,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
5,4195,3282,3988,2022-04-21 00:00:00,Kaieteur,Kaieteur,Guyana,-59.483,5.167,4195,63399.0,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Air China,China,5,1
4,2223,3273,2986,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
5,3268,3307,4484,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Air China,China,5,1
5,3976,4039,4189,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Luoyang Airport,Luoyang,China,112.28,34.41,4039,1927327.0,,Air China,China,5,1
4,3731,3307,3004,2022-04-21 00:00:00,Lubbock Preston Smith Intl,Lubbock,United States,-101.822778,33.663639,3731,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
5,2220,3279,4747,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,Air China,China,5,1
3,2220,3272,10526,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,Southwest Airlines,United States,3,1
4,3268,5302,3077,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhangxiao,Yuncheng,China,110.993,35.018,5302,1927327.0,,China Eastern Airlines,China,4,1
10,543,4196,9090,2022-04-21 00:00:00,Norwich,Norwich,United Kingdom,1.282778,52.675833,543,22082374.0,,Dunhuang Airport,Dunhuang,China,94.4818,40.094,4196,1927327.0,,American Airlines,United States,10,60
3,2220,3282,10529,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Southwest Airlines,United States,3,1
5,3268,5225,4453,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Beihai Airport,Beihai,China,109.294,21.5394,5225,1927327.0,,Air China,China,5,1
5,575,3298,3617,2022-04-21 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Air China,China,5,1
3,3976,3302,9841,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Southwest Airlines,United States,3,1
5,3268,5267,4499,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Yancheng Airport,Yancheng,China,120.125,33.3856,5267,1927327.0,,Air China,China,5,1
3,3999,3307,10513,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,3155,5287,2771,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Qiqihar Sanjiazi Airport,Qiqihar,China,123.918131,47.239628,5287,1927327.0,,China Eastern Airlines,China,4,1
3,3546,3307,9697,2022-04-21 00:00:00,Bob Hope,Burbank,United States,-118.358667,34.200667,3546,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,6468,5239,10740,2022-04-21 00:00:00,Nannhausen,Nannhausen,Germany,7.591667,50.0,6468,24006254.0,,Qingyang Airport,Qingyang,China,107.603,35.7997,5239,1927327.0,,Southwest Airlines,United States,3,1
4,2223,3273,2986,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
3,2220,3292,10517,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Lukou,Nanjing,China,118.862025,31.742042,3292,1927327.0,,Southwest Airlines,United States,3,1
4,3268,3272,3120,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,China Eastern Airlines,China,4,1
5,3969,3302,4450,2022-04-21 00:00:00,Funafuti International,Funafuti,Tuvalu,179.196389,-8.525,3969,,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Air China,China,5,1
3,2231,3307,9626,2022-04-21 00:00:00,Obihiro,Obihiro,Japan,143.217222,42.733333,2231,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,3268,5305,3030,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Dandong,Dandong,China,124.2866,40.0255,5305,1927327.0,,China Eastern Airlines,China,4,1
4,3155,3298,2763,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,China Eastern Airlines,China,4,1
4,3999,3289,3345,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
5,3976,3282,4188,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Air China,China,5,1
4,3039,3290,2924,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Xiaoshan,Hangzhou,China,120.434453,30.229503,3290,1927327.0,,China Eastern Airlines,China,4,1
4,3155,3289,2766,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
4,3182,3286,2428,2022-04-21 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,6042595.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,China Eastern Airlines,China,4,1
5,4267,3289,3815,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
5,3999,3289,4723,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
3,3976,3282,9842,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Southwest Airlines,United States,3,1
4,3999,3298,3341,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,China Eastern Airlines,China,4,1
5,3095,3277,4128,2022-04-21 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,4128038.0,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,Air China,China,5,1
3,3884,3293,9901,2022-04-21 00:00:00,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Southwest Airlines,United States,3,1
