航空公司ID,出发地ID,目的地ID,航线ID,日期,出发地机场名称,出发地城市,出发地国家,src_lng,src_lat,出发地机场ID,出发地新冠确诊病例,出发地猴痘确诊病例,目的地机场名称,目的地城市,目的地国家,dst_lng,dst_lat,目的地机场ID,目的地新冠确诊病例,目的地猴痘确诊病例,航空公司名称,航空公司国家,航空公司ID,航线流量,病例
3,3478,3307,10352,2030-01-31 00:00:00,Miami Intl,Miami,United States,-80.290556,25.79325,3478,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,0.0
4,3370,3307,3197,2030-01-31 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,3,0.0
7,3370,3307,6791,2030-01-31 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,US Airways,United States,7,1,0.0
3,3370,3307,10353,2030-01-31 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,0.0
8,3370,3307,13808,2030-01-31 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Delta Air Lines,United States,8,1,0.0
3,3116,3307,10354,2030-01-31 00:00:00,Phu Quoc,Phuquoc,Vietnam,103.967169,10.227025,3116,1398210.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,1398210.0
3,3222,3307,10421,2030-01-31 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1722595.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,1722595.0
4,3265,3307,3245,2030-01-31 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,2965771.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,1,2965771.0
3,3265,3307,10444,2030-01-31 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,467964.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,467964.0
4,2220,3307,3370,2030-01-31 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,2,0.0
5,2220,3307,4743,2030-01-31 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Air China,China,5,2,0.0
3,2220,3307,10523,2030-01-31 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,0.0
4,154,3307,3595,2030-01-31 00:00:00,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,3502997.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,1,3502997.0
3,154,3307,10741,2030-01-31 00:00:00,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,2583622.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,2583622.0
4,191,3307,3597,2030-01-31 00:00:00,Mont Joli,Mont Joli,Canada,-68.208056,48.608612,191,4248445.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,1,4248445.0
3,3182,3307,9564,2030-01-31 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,3968588.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,3968588.0
5,4267,3307,3823,2030-01-31 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7077891.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Air China,China,5,2,7077891.0
3,4267,3307,9576,2030-01-31 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7904275.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,7904275.0
3,3827,3307,9612,2030-01-31 00:00:00,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,3982993.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,3982993.0
5,4011,3307,4048,2030-01-31 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2008814.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Air China,China,5,3,2008814.0
3,4011,3307,9725,2030-01-31 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2752708.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,2752708.0
3,2269,3307,9777,2030-01-31 00:00:00,Shizuhama,Yaizu,Japan,138.298056,34.812778,2269,2448068.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,2448068.0
3,3095,3307,9799,2030-01-31 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,1371732.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,1371732.0
4,3976,3307,2778,2030-01-31 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,1,0.0
3,3976,3307,9839,2030-01-31 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,0.0
4,4188,3307,2812,2030-01-31 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,2474607.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,1,2474607.0
3,4188,3307,9870,2030-01-31 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,3218282.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,3218282.0
5,4221,3307,4356,2030-01-31 00:00:00,Ust-Ilimsk,Ust Ilimsk,Russia,102.566,58.135,4221,7603868.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Air China,China,5,1,7603868.0
4,3039,3307,2928,2030-01-31 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1689909.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,1,1689909.0
3,3039,3307,10062,2030-01-31 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1137964.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,1137964.0
3,2335,3307,10067,2030-01-31 00:00:00,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,0.0
3,4079,3307,10068,2030-01-31 00:00:00,Dhangarhi,Dhangarhi,Nepal,80.581944,28.753333,4079,3329084.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,3329084.0
3,2322,3307,10191,2030-01-31 00:00:00,Yecheon,Yechon,South Korea,128.35485,36.631933,2322,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,0.0
3,2954,3307,10348,2030-01-31 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,2406996.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,2406996.0
4,2290,3307,3195,2030-01-31 00:00:00,Misawa Ab,Misawa,Japan,141.368364,40.703222,2290,1656262.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,China Eastern Airlines,China,4,3,1656262.0
5,4034,3307,4578,2030-01-31 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1477112.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Air China,China,5,1,1477112.0
3,4034,3307,10411,2030-01-31 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,781827.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,781827.0
3,2905,3307,10438,2030-01-31 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,8701080.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,8701080.0
5,3922,3307,4631,2030-01-31 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7276586.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Air China,China,5,2,7276586.0
3,3922,3307,10452,2030-01-31 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,6318057.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,6318057.0
3,2320,3307,10469,2030-01-31 00:00:00,Pohang,Pohang,South Korea,129.420486,35.987858,2320,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,0.0
3,3999,3307,10513,2030-01-31 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,0.0
3,2309,3307,9591,2030-01-31 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,0.0
3,3830,3307,9691,2030-01-31 00:00:00,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,2593727.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,2593727.0
3,6978,3307,9728,2030-01-31 00:00:00,Yarram,Yarram,Australia,146.75,-38.56,6978,407616.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,407616.0
3,2267,3307,10516,2030-01-31 00:00:00,Oki,Oki Island,Japan,133.324844,36.181125,2267,2170371.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,2170371.0
3,5347,3307,9715,2030-01-31 00:00:00,Sharya,Sharya,Russia,45.3314,58.2321,5347,8836533.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,8836533.0
3,2265,3307,9975,2030-01-31 00:00:00,Hamamatsu,Hamamatsu,Japan,137.703083,34.750239,2265,1219592.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,1219592.0
3,2250,3307,9976,2030-01-31 00:00:00,New Tanegashima,Tanegashima,Japan,130.991231,30.605067,2250,1520472.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,1520472.0
3,2276,3307,10069,2030-01-31 00:00:00,Kochi,Kochi,Japan,133.669444,33.546111,2276,3693170.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,3693170.0
3,2256,3307,10134,2030-01-31 00:00:00,Kumamoto,Kumamoto,Japan,130.85505,32.837319,2256,3296795.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,1,3296795.0
3,2270,3307,10192,2030-01-31 00:00:00,Hiroshima,Hiroshima,Japan,132.919444,34.436111,2270,2090509.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,3,2090509.0
3,7424,3307,10540,2030-01-31 00:00:00,Hohe Duene,Warnemuende,Germany,12.132082,54.181438,7424,6312277.0,9.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,115341.0,0.0,Southwest Airlines,United States,3,2,6312277.0
5,1965,3273,3613,2030-01-31 00:00:00,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
5,575,3273,3616,2030-01-31 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,0.0
5,3786,3273,3640,2030-01-31 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
5,3226,3273,3649,2030-01-31 00:00:00,Alice Springs,Alice Springs,Australia,133.902222,-23.806667,3226,88775.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,11,88775.0
5,1358,3273,3762,2030-01-31 00:00:00,Creil,Creil,France,2.519139,49.253547,1358,8221729.0,11.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,8221729.0
5,3012,3273,3952,2030-01-31 00:00:00,Dehradun,Dehra Dun,India,78.180256,30.189689,3012,32516042.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,32516042.0
5,2137,3273,3994,2030-01-31 00:00:00,Zirku,Zirku,United Arab Emirates,53.077833,24.861542,2137,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,0.0
5,2248,3273,4033,2030-01-31 00:00:00,Fukue,Fukue,Japan,128.832808,32.666269,2248,3134205.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,31,3134205.0
5,3111,3273,4053,2030-01-31 00:00:00,Kep,Kep,Vietnam,106.261083,21.394639,3111,1387970.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,1387970.0
5,2996,3273,4118,2030-01-31 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1893848.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,1893848.0
5,3155,3273,4167,2030-01-31 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,5966702.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,5966702.0
4,1673,3273,2785,2030-01-31 00:00:00,Cardak,Denizli,Turkey,29.701297,37.785567,1673,8320484.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,2,8320484.0
5,3884,3273,4231,2030-01-31 00:00:00,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
5,3210,3273,4276,2030-01-31 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,3517983.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,3517983.0
5,3385,3273,4326,2030-01-31 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,0.0
7,3385,3273,6075,2030-01-31 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,US Airways,United States,7,2,0.0
5,503,3273,4328,2030-01-31 00:00:00,Blackbushe,Blackbushe,United Kingdom,-0.8475,51.323889,503,7878840.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,7878840.0
5,3244,3273,4357,2030-01-31 00:00:00,Melbourne Moorabbin,Melbourne,Australia,145.102222,-37.975833,3244,2252615.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,2252615.0
5,3951,3273,4375,2030-01-31 00:00:00,Franklin,Franklin,United States,-79.860362,41.377874,3951,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,0.0
4,2223,3273,2986,2030-01-31 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,1,0.0
5,2223,3273,4442,2030-01-31 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
3,2223,3273,10184,2030-01-31 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Southwest Airlines,United States,3,2,0.0
4,3268,3273,3011,2030-01-31 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1479336.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,3,1479336.0
5,3268,3273,4452,2030-01-31 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,566696.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,566696.0
5,3214,3273,4502,2030-01-31 00:00:00,Sultan Mahmud,Kuala Terengganu,Malaysia,103.10336,5.382639,3214,2209854.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,2209854.0
5,3255,3273,4503,2030-01-31 00:00:00,Adelaide Parafield,Adelaide,Australia,138.633056,-34.793333,3255,2614563.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,2614563.0
5,3116,3273,4539,2030-01-31 00:00:00,Phu Quoc,Phuquoc,Vietnam,103.967169,10.227025,3116,2057542.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,2057542.0
5,3222,3273,4590,2030-01-31 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,2991772.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,2991772.0
5,3265,3273,4621,2030-01-31 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,2276940.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,2276940.0
5,2220,3273,4733,2030-01-31 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,0.0
5,154,3273,5019,2030-01-31 00:00:00,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,3471822.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,3471822.0
4,1087,3273,2355,2030-01-31 00:00:00,Sao Pedro,Sao Vicente Island,Cape Verde,-25.054661,16.833689,1087,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,1,0.0
4,1107,3273,2378,2030-01-31 00:00:00,Abu Simbel,Abu Simbel,Egypt,31.611722,22.375953,1107,441171.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,3,441171.0
5,3182,3273,3766,2030-01-31 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,5846553.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,5846553.0
4,4267,3273,2452,2030-01-31 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,6673484.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,2,6673484.0
5,4267,3273,3809,2030-01-31 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7348061.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,7348061.0
5,3827,3273,3868,2030-01-31 00:00:00,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,4448090.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,4448090.0
5,6078,3273,4032,2030-01-31 00:00:00,Four Corners,Four Corners,United States,-109.045172,36.998976,6078,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,0.0
4,4011,3273,2652,2030-01-31 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1196924.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,3,1196924.0
5,4011,3273,4037,2030-01-31 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2048944.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,2048944.0
5,3095,3273,4126,2030-01-31 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,2056024.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,2056024.0
4,4188,3273,2809,2030-01-31 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,2626853.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,2,2626853.0
5,3043,3273,4275,2030-01-31 00:00:00,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,2407033.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,2407033.0
3,3925,3273,10012,2030-01-31 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Southwest Airlines,United States,3,51,0.0
5,2335,3273,4365,2030-01-31 00:00:00,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,0.0
4,4846,3273,2995,2030-01-31 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,6705238.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,2,6705238.0
5,4846,3273,4447,2030-01-31 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,4791961.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,4791961.0
5,2954,3273,4536,2030-01-31 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,2787881.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,2787881.0
5,3146,3273,4537,2030-01-31 00:00:00,Taungoo,Taungoo,Burma,96.401239,19.031275,3146,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
4,4034,3273,3213,2030-01-31 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1219592.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,1,1219592.0
5,4034,3273,4558,2030-01-31 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,495282.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,495282.0
5,2905,3273,4603,2030-01-31 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,8452881.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,8452881.0
5,3922,3273,4623,2030-01-31 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7104683.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,7104683.0
4,3999,3273,3336,2030-01-31 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,China Eastern Airlines,China,4,1,0.0
5,3999,3273,4716,2030-01-31 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,0.0
3,3999,3273,10508,2030-01-31 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Southwest Airlines,United States,3,1,0.0
5,7442,3273,5013,2030-01-31 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
5,5298,3273,3622,2030-01-31 00:00:00,Worcester Regional Airport,Worcester,United States,-71.8757,42.2673,5298,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,0.0
5,7590,3273,3631,2030-01-31 00:00:00,Volosovo,Volosovo,Russia,37.4517,55.0683,7590,7502758.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,2,7502758.0
5,2995,3273,3947,2030-01-31 00:00:00,Tejgaon,Dhaka,Bangladesh,90.382689,23.778783,2995,3492503.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,3,3492503.0
5,3108,3273,3948,2030-01-31 00:00:00,Mara Lodges,Mara Lodges,Kenya,35.099931,-1.183581,3108,1198158.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,115341.0,0.0,Air China,China,5,1,1198158.0
